linha_original,protocolo,empreendimento,campo,problema,gravidade,recomendacao
1141,143708390,PCH COQUEIRO,potencia,Potência (MW) ausente,BAIXO,Preencher a potência solicitada em MW
1142,56017372,PCH CÓRREGO FUNDO,data_validade,Licença vencida em 2017-01-05,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1143,137536641,PCH CÓRREGO FUNDO,data_validade,Licença vencida em 2018-05-16,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1144,151253024,PCH CÓRREGO FUNDO,data_validade,Licença vencida em 2020-10-01,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1145,162441965,PCH CÓRREGO FUNDO,data_validade,Licença vencida em 2026-04-19,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1148,197317469,PCH COXILHA BONITA,data_validade,Licença vencida em 2025-05-18,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1149,25.975.410-0,PCH CURUCACA,latitude/longitude,Registro sem coordenada geográfica válida,CRITICO,Verificar e preencher latitude/longitude no Paraná (WGS84)
1150,79384224,PCH DA BARRA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1152,196770038,PCH DA POTINGA,data_validade,Licença vencida em 2024-12-21,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1153,161939978,PCH DA POTINGA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1155,72450981,PCH DAS ALMAS,data_validade,Licença vencida em 2013-12-20,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1157,78403446,PCH DO COBRE,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1158,79486990,PCH DO COBRE,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1159,55789304,PCH DO TIGRE,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1160,78945516,PCH DO TIGRE,data_validade,Licença vencida em 2015-10-03,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1161,131278691,PCH DO TIGRE,data_validade,Licença vencida em 2016-06-26,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1162,139112075,PCH DO TIGRE,data_validade,Licença vencida em 2017-02-25,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1163,141413880,PCH DO TIGRE,data_validade,Licença vencida em 2020-10-01,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1165,24.950.601-0,PCH DOIS FARÓIS,latitude/longitude,Registro sem coordenada geográfica válida,CRITICO,Verificar e preencher latitude/longitude no Paraná (WGS84)
1167,44410125,PCH DOIS SALTOS,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1167,44410125,PCH DOIS SALTOS,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1168,46307500,PCH DOIS SALTOS,numero_licenca,Processo deferido sem número de licença,MEDIO,Preencher o número do documento de licença emitido
1168,46307500,PCH DOIS SALTOS,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1169,78540281,PCH DOIS SALTOS,data_validade,Licença vencida em 2014-08-21,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1169,78540281,PCH DOIS SALTOS,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1170,131553293,PCH DOIS SALTOS,data_validade,Licença vencida em 2018-09-12,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1170,131553293,PCH DOIS SALTOS,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1171,157980939,PCH DOIS SALTOS,data_validade,Data de validade suspeita (anterior à data de emissão): 2019-06-17,CRITICO,Conferir/corrigir a data de validade (provável erro de digitação ou conversão)
1171,157980939,PCH DOIS SALTOS,latitude/longitude,Mesma coordenada usada por 2 empreendimentos distintos,MEDIO,Conferir se a coordenada é genérica/placeholder e individualizar cada ponto
1172,177489794,PCH DOIS SALTOS,data_validade,Licença vencida em 2022-09-01,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1174,140229601,PCH DOM ANTÔNIO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1176,140229822,PCH DONA AMÉLIA II,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1178,79742503,PCH ENGENHEIRO BELTRÃO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1179,202657168,PCH ENGENHO VELHO,data_validade,Licença vencida em 2025-12-20,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1180,73734452,PCH ENGENHO VELHO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1181,78403454,PCH ERVALZINHO DE BAIXO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1182,79483907,PCH ERVALZINHO DE BAIXO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1185,73734436,PCH FAXINAL DOS SANTOS,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1186,136098772,PCH FORQUILHA,data_validade,Licença vencida em 2018-08-30,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1187,145933790,PCH FORQUILHA,data_validade,Licença vencida em 2021-08-01,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1188,171416108,PCH FORQUILHA,data_validade,Licença vencida em 2022-02-19,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1189,172936032,PCH FORQUILHA,data_validade,Licença vencida em 2026-03-29,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1191,78403845,PCH FORTALEZA,data_validade,Licença vencida em 2019-08-10,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1192,152476825,PCH FORTALEZA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1195,134039752,PCH FOZ,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1197,58730092,PCH FOZ DA ANTA,numero_licenca,Processo deferido sem número de licença,MEDIO,Preencher o número do documento de licença emitido
1199,183176609,PCH FOZ DO BANDEIRANTES,data_validade,Licença vencida em 2022-12-17,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1201,79771147,PCH FOZ DO CAPÃO GRANDE,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1202,132514925,PCH FOZ DO CAPÃO GRANDE,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1203,216500377,PCH FOZ DO CURUCACA,data_validade,Licença vencida em 2026-06-13,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1204,49493819,PCH FOZ DO CURUCACA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1205,53296890,PCH FOZ DO ESTRELA,data_validade,Licença vencida em 2016-01-21,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1206,136084518,PCH FOZ DO ESTRELA,data_validade,Licença vencida em 2018-09-05,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1207,151698123,PCH FOZ DO ESTRELA,data_validade,Licença vencida em 2021-05-20,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1208,171261511,PCH FOZ DO ESTRELA,data_validade,Licença vencida em 2022-07-28,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1209,176853395,PCH FOZ DO ESTRELA,data_validade,Licença vencida em 2023-02-18,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1211,181324201,PCH FOZ DO PATO BRANCO,data_validade,Licença vencida em 2022-12-17,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1211,181324201,PCH FOZ DO PATO BRANCO,tipologia/potencia,Potência 2.5 MW incompatível com a tipologia PCH,MEDIO,"Conferir tipologia × potência (MCH ≤0,075; MGH ≤0,5; CGH ≤5; PCH ≤30; UHE >30 MW)"
1212,120786512,PCH FOZ DO SANTANA,data_validade,Licença vencida em 2016-06-30,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1216,52310750,PCH FOZ DO TURVO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1217,55805601,PCH FOZ DO TURVO,data_validade,Licença vencida em 2012-05-04,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1218,78410680,PCH FOZ DO TURVO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1219,167993079,PCH FOZ DO TURVO,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1220,79122610,PCH FOZ DOS BANDEIRANTES,data_validade,Licença vencida em 2016-07-01,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1221,139233565,PCH FOZ DOS BANDEIRANTES,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1223,211561882,PCH GODOY MOREIRA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1226,59703145,PCH GUARATUBA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1227,190687856,PCH IAPÓ,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1228,205872647,PCH IAPÓ,data_validade,Licença vencida em 2026-04-15,CRITICO,Verificar se houve renovação não registrada ou se o processo está encerrado
1229,133924515,PCH IAPÓ,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
1230,54899971,PCH INVERNADINHA,tecnico_responsavel,Técnico responsável ausente,MEDIO,Atribuir técnico responsável pelo processo
